checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
<0,12,no credits taken/all paid back duly,television,385,<100,4<=X<7,4.0,female div/dep/mar,none,3,real estate,58,none,own,4,unskilled,1,,,good
0<=X<20000,24,no credits taken/all paid back duly,car,1965,no known savings account,1<=X<4,4.0,female div/dep/mar,none,4,car,42,none,rent,2,skilled,1,,,good
no checking account,21,existing paid,furniture/equipment,1572,>=10000,>=7,4.0,female div/dep/mar,none,4,real estate,36,bank,own,1,unskilled,1,,,good
0<=X<20000,24,existing paid,car,2718,<100,1<=X<4,3.0,female div/dep/mar,none,4,life insurance,20,none,rent,1,unskilled,1,,,bad
<0,24,no credits taken/all paid back duly,furniture/equipment,1358,no known savings account,>=7,4.0,male single,none,3,car,40,stores,own,1,high qualif/self emp/mgmt,1,,,bad
0<=X<20000,6,no credits taken/all paid back duly,car,931,<100,<1,1.0,female div/dep/mar,none,1,life insurance,32,stores,own,1,unskilled,1,,,bad
<0,24,existing paid,car,1442,<100,4<=X<7,4.0,female div/dep/mar,none,4,car,23,none,rent,2,skilled,1,,,bad
0<=X<20000,24,no credits taken/all paid back duly,furniture/equipment,4241,<100,1<=X<4,1.0,male single,none,4,real estate,36,none,own,3,unskilled,1,,,bad
no checking account,18,no credits taken/all paid back duly,car,2775,<100,4<=X<7,2.0,male single,none,2,life insurance,31,bank,own,2,skilled,1,,,bad
no checking account,24,no credits taken/all paid back duly,furniture/equipment,3863,<100,1<=X<4,1.0,male single,none,2,no known property,32,none,free,1,skilled,1,,,good
0<=X<20000,7,existing paid,television,2329,<100,<1,1.0,female div/dep/mar,guarantor,1,real estate,45,none,own,1,skilled,1,,,good
0<=X<20000,9,existing paid,furniture/equipment,918,<100,1<=X<4,4.0,female div/dep/mar,none,1,life insurance,30,none,own,1,skilled,1,,,bad
0<=X<20000,24,no credits taken/all paid back duly,furniture/equipment,1837,<100,4<=X<7,4.0,female div/dep/mar,none,4,no known property,34,bank,free,1,unskilled,1,,,bad
no checking account,36,existing paid,furniture/equipment,3349,<100,1<=X<4,4.0,female div/dep/mar,none,2,car,28,none,own,1,high qualif/self emp/mgmt,1,,,bad
>=20000,10,existing paid,furniture/equipment,1275,<100,<1,4.0,female div/dep/mar,none,2,life insurance,23,none,own,1,skilled,1,,,good
<0,24,no credits taken/all paid back duly,furniture/equipment,2828,100<=X<1000,1<=X<4,4.0,male single,none,4,real estate,22,stores,own,1,skilled,1,,,good
no checking account,24,no credits taken/all paid back duly,furniture/equipment,4526,<100,1<=X<4,3.0,male single,none,2,real estate,74,none,own,1,high qualif/self emp/mgmt,1,,,good
0<=X<20000,36,existing paid,television,2671,<100,1<=X<4,4.0,female div/dep/mar,co-applicant,4,no known property,50,none,free,1,skilled,1,,,bad
no checking account,18,existing paid,television,2051,<100,<1,4.0,male single,none,1,real estate,33,none,own,1,skilled,1,,,good
no checking account,15,existing paid,car,1300,no known savings account,>=7,4.0,male single,none,4,no known property,45,bank,free,1,skilled,2,,,good
<0,12,existing paid,furniture/equipment,741,<100,unemployed,4.0,female div/dep/mar,none,3,life insurance,22,none,own,1,skilled,1,,,bad
>=20000,10,existing paid,car,1240,<100,>=7,1.0,female div/dep/mar,none,4,no known property,48,none,free,1,unskilled,2,,,bad
<0,21,existing paid,television,3357,>=10000,<1,4.0,female div/dep/mar,none,2,car,29,bank,own,1,skilled,1,,,good
<0,24,no credits taken/all paid back duly,car,3632,<100,1<=X<4,1.0,female div/dep/mar,guarantor,4,car,22,bank,rent,1,skilled,1,,,good
no checking account,18,no credits taken/all paid back duly,furniture/equipment,1808,<100,4<=X<7,4.0,female div/dep/mar,none,1,real estate,22,none,own,1,skilled,1,,,bad
0<=X<20000,48,no credits taken/all paid back duly,furniture/equipment,12204,no known savings account,1<=X<4,2.0,male single,none,2,car,48,bank,own,1,high qualif/self emp/mgmt,1,,,good
0<=X<20000,60,no credits taken/all paid back duly,television,9157,no known savings account,1<=X<4,2.0,male single,none,2,no known property,27,none,free,1,high qualif/self emp/mgmt,1,,,good
<0,6,no credits taken/all paid back duly,car,3676,<100,1<=X<4,1.0,male single,none,3,real estate,37,none,rent,3,skilled,2,,,good
0<=X<20000,30,existing paid,furniture/equipment,3441,<100,1<=X<4,2.0,female div/dep/mar,co-applicant,4,car,21,none,rent,1,skilled,1,,,bad
no checking account,12,existing paid,car,640,<100,1<=X<4,4.0,male div/sep,none,2,real estate,49,none,own,1,unskilled,1,,,good
0<=X<20000,21,no credits taken/all paid back duly,furniture/equipment,3652,<100,4<=X<7,2.0,male single,none,3,life insurance,27,none,own,2,skilled,1,,,good
no checking account,18,no credits taken/all paid back duly,car,1530,<100,1<=X<4,3.0,male single,none,2,life insurance,32,bank,own,2,skilled,1,,,bad
no checking account,48,existing paid,furniture/equipment,3914,no known savings account,1<=X<4,4.0,male div/sep,none,2,real estate,38,bank,own,1,skilled,1,,,bad
<0,12,existing paid,furniture/equipment,1858,<100,<1,4.0,female div/dep/mar,none,1,car,22,none,rent,1,skilled,1,,,good
<0,18,existing paid,television,2600,<100,1<=X<4,4.0,male single,none,4,no known property,65,none,free,2,skilled,1,,,bad
no checking account,15,existing paid,television,1979,no known savings account,>=7,4.0,male single,none,2,car,35,none,own,1,skilled,1,,,good
>=20000,6,existing paid,furniture/equipment,2116,<100,1<=X<4,2.0,male single,none,2,real estate,41,none,own,1,skilled,1,,,good
0<=X<20000,9,no credits taken/all paid back duly,car,1437,<100,4<=X<7,2.0,male single,none,3,no known property,29,none,own,1,skilled,1,,,bad
no checking account,42,no credits taken/all paid back duly,furniture/equipment,4042,100<=X<1000,1<=X<4,4.0,male single,none,4,real estate,36,none,own,2,skilled,1,,,good
no checking account,9,existing paid,furniture/equipment,3832,no known savings account,>=7,1.0,male single,none,4,real estate,64,none,own,1,unskilled,1,,,good
<0,24,existing paid,television,3660,<100,1<=X<4,2.0,female div/dep/mar,none,4,car,28,none,own,1,skilled,1,,,good
<0,18,no credits taken/all paid back duly,furniture/equipment,1553,<100,1<=X<4,4.0,male single,none,3,car,44,bank,own,1,skilled,1,,,bad
0<=X<20000,15,existing paid,television,1444,no known savings account,<1,4.0,male single,none,1,life insurance,23,none,own,1,skilled,1,,,good
no checking account,9,existing paid,furniture/equipment,1980,<100,<1,2.0,female div/dep/mar,co-applicant,2,car,19,none,rent,2,skilled,1,,,bad
0<=X<20000,24,existing paid,car,1355,<100,<1,3.0,female div/dep/mar,none,4,car,25,none,own,1,unskilled,1,,,bad
no checking account,12,existing paid,furniture/equipment,1393,<100,>=7,4.0,male single,none,4,life insurance,47,bank,own,3,skilled,2,,,good
no checking account,24,existing paid,television,1376,100<=X<1000,4<=X<7,4.0,female div/dep/mar,none,1,car,28,none,own,1,skilled,1,,,good
no checking account,60,no credits taken/all paid back duly,television,15653,<100,4<=X<7,2.0,male single,none,4,car,21,none,own,2,skilled,1,,,good
no checking account,12,existing paid,television,1493,<100,<1,4.0,female div/dep/mar,none,3,car,34,none,own,1,skilled,2,,,good
<0,42,no credits taken/all paid back duly,television,4370,<100,4<=X<7,3.0,male single,none,2,life insurance,26,bank,own,2,skilled,2,,,bad
<0,18,existing paid,furniture/equipment,750,<100,unemployed,4.0,female div/dep/mar,none,1,real estate,27,none,own,1,unskilled,1,,,bad
0<=X<20000,15,existing paid,furniture/equipment,1308,<100,>=7,4.0,male single,none,4,car,38,none,own,2,unskilled,1,,,good
no checking account,15,existing paid,furniture/equipment,4623,<100,1<=X<4,3.0,male single,none,2,life insurance,40,none,own,1,high qualif/self emp/mgmt,1,,,bad
no checking account,24,no credits taken/all paid back duly,television,1851,<100,4<=X<7,4.0,male mar/wid,guarantor,2,car,33,none,own,2,skilled,1,,,good
<0,18,no credits taken/all paid back duly,television,1880,<100,4<=X<7,4.0,male mar/wid,none,1,life insurance,32,none,own,2,high qualif/self emp/mgmt,1,,,good
no checking account,36,no credits taken/all paid back duly,furniture/equipment,7980,no known savings account,<1,4.0,male single,none,4,car,27,none,rent,2,skilled,1,,,bad
<0,30,no credits taken/all paid back duly,furniture/equipment,4583,<100,1<=X<4,2.0,male div/sep,guarantor,2,real estate,32,none,own,2,skilled,1,,,good
no checking account,12,existing paid,car,1386,100<=X<1000,1<=X<4,2.0,female div/dep/mar,none,2,life insurance,26,none,own,1,skilled,1,,,bad
>=20000,24,existing paid,car,947,<100,4<=X<7,4.0,male single,none,3,no known property,38,bank,free,1,skilled,2,,,bad
<0,12,existing paid,furniture/equipment,684,<100,1<=X<4,4.0,male single,none,4,car,40,none,rent,1,unskilled,2,,,bad
<0,48,existing paid,furniture/equipment,7476,<100,4<=X<7,4.0,male single,none,1,no known property,50,none,free,1,high qualif/self emp/mgmt,1,,,good
0<=X<20000,12,existing paid,furniture/equipment,1922,<100,1<=X<4,4.0,male single,none,2,life insurance,37,none,own,1,unskilled,1,,,bad
<0,24,existing paid,car,2303,<100,>=7,4.0,male single,co-applicant,1,real estate,45,none,own,1,skilled,1,,,bad
0<=X<20000,36,no credits taken/all paid back duly,car,8086,<100,>=7,2.0,male single,none,4,car,42,none,own,4,high qualif/self emp/mgmt,1,,,bad
no checking account,24,no credits taken/all paid back duly,car,2346,<100,4<=X<7,4.0,male single,none,3,car,35,none,own,2,skilled,1,,,good
<0,14,existing paid,car,3973,<100,unemployed,1.0,male single,none,4,no known property,22,none,free,1,skilled,1,,,good
0<=X<20000,12,existing paid,car,888,<100,>=7,4.0,male single,none,4,car,41,bank,own,1,unskilled,2,,,bad
no checking account,48,existing paid,television,10222,no known savings account,4<=X<7,4.0,male single,none,3,car,37,stores,own,1,skilled,1,,,good
0<=X<20000,30,no credits taken/all paid back duly,furniture/equipment,4221,<100,1<=X<4,2.0,female div/dep/mar,none,1,car,28,none,own,2,skilled,1,,,good
0<=X<20000,18,no credits taken/all paid back duly,furniture/equipment,6361,<100,>=7,2.0,male single,none,1,no known property,41,none,own,1,skilled,1,,,good
>=20000,12,existing paid,television,1297,<100,1<=X<4,3.0,male mar/wid,none,4,real estate,23,none,rent,1,skilled,1,,,good
<0,12,existing paid,car,900,no known savings account,1<=X<4,4.0,male mar/wid,none,2,car,23,none,own,1,skilled,1,,,bad
no checking account,21,existing paid,furniture/equipment,2241,<100,>=7,4.0,male single,none,2,real estate,50,none,own,2,skilled,1,,,good
0<=X<20000,6,no credits taken/all paid back duly,furniture/equipment,1050,<100,unemployed,4.0,male single,none,1,life insurance,35,stores,own,2,high qualif/self emp/mgmt,1,,,good
>=20000,6,no credits taken/all paid back duly,furniture/equipment,1047,<100,1<=X<4,2.0,female div/dep/mar,none,4,life insurance,50,none,own,1,unskilled,1,,,good
no checking account,24,no credits taken/all paid back duly,furniture/equipment,6314,<100,unemployed,4.0,male single,co-applicant,2,no known property,27,bank,own,2,high qualif/self emp/mgmt,1,,,good
0<=X<20000,30,no credits taken/all paid back duly,furniture/equipment,3496,>=10000,1<=X<4,4.0,male single,none,2,car,34,stores,own,1,skilled,2,,,good
no checking account,48,no credits taken/all paid back duly,furniture/equipment,3609,<100,1<=X<4,1.0,female div/dep/mar,none,1,real estate,27,stores,own,1,skilled,1,,,good
<0,12,no credits taken/all paid back duly,car,4843,<100,>=7,3.0,male single,co-applicant,4,life insurance,43,none,rent,2,skilled,1,,,bad
>=20000,30,no credits taken/all paid back duly,television,3017,<100,>=7,4.0,male single,none,4,life insurance,47,none,own,1,skilled,1,,,good
no checking account,24,no credits taken/all paid back duly,furniture/equipment,4139,<100,1<=X<4,3.0,male single,none,3,life insurance,27,none,own,2,unskilled,1,,,good
no checking account,36,existing paid,furniture/equipment,5742,<100,4<=X<7,2.0,male single,none,2,car,31,none,own,2,skilled,1,,,good
no checking account,60,existing paid,car,10366,<100,>=7,2.0,male single,none,4,life insurance,42,none,own,1,high qualif/self emp/mgmt,1,,,good
no checking account,6,no credits taken/all paid back duly,car,2080,100<=X<1000,1<=X<4,1.0,male mar/wid,none,2,car,24,none,own,1,skilled,1,,,good
no checking account,21,no credits taken/all paid back duly,furniture/equipment,2580,100<=X<1000,<1,4.0,male single,none,2,real estate,41,bank,own,1,unskilled,2,,,bad
no checking account,30,no credits taken/all paid back duly,television,4530,<100,4<=X<7,4.0,female div/dep/mar,none,4,car,26,none,rent,1,high qualif/self emp/mgmt,1,,,good
no checking account,24,no credits taken/all paid back duly,furniture/equipment,5150,<100,>=7,4.0,male single,none,4,car,33,none,own,1,skilled,1,,,good
0<=X<20000,72,existing paid,television,5595,<100,1<=X<4,2.0,male mar/wid,none,2,car,24,none,own,1,skilled,1,,,bad
<0,24,existing paid,television,2384,<100,>=7,4.0,male single,none,4,real estate,64,bank,rent,1,unskilled,1,,,good
no checking account,18,existing paid,television,1453,<100,<1,3.0,female div/dep/mar,none,1,real estate,26,none,own,1,skilled,1,,,good
no checking account,6,existing paid,furniture/equipment,1538,<100,<1,1.0,female div/dep/mar,none,2,no known property,56,none,own,1,skilled,1,,,good
no checking account,12,existing paid,television,2279,no known savings account,1<=X<4,4.0,male single,none,4,no known property,37,none,free,1,skilled,1,,,good
no checking account,15,no credits taken/all paid back duly,television,1478,<100,1<=X<4,4.0,male mar/wid,none,3,real estate,33,bank,own,2,skilled,1,,,good
no checking account,24,no credits taken/all paid back duly,television,5103,<100,<1,3.0,male mar/wid,none,3,no known property,47,none,free,3,skilled,1,,,good
0<=X<20000,36,no credits taken/all paid back duly,furniture/equipment,9857,<100,4<=X<7,1.0,male single,none,3,life insurance,31,none,own,2,unskilled,2,,,good
no checking account,60,existing paid,car,6527,no known savings account,1<=X<4,4.0,male single,none,4,no known property,34,none,free,1,skilled,2,,,good
>=20000,10,no credits taken/all paid back duly,television,1347,no known savings account,4<=X<7,4.0,male single,none,2,life insurance,27,none,own,2,skilled,1,,,good
0<=X<20000,36,no credits taken/all paid back duly,car,2862,<100,>=7,4.0,male single,none,3,no known property,30,none,free,1,skilled,1,,,good
no checking account,9,existing paid,television,2753,<100,>=7,3.0,male single,co-applicant,4,car,35,none,own,1,skilled,1,,,good
<0,12,existing paid,car,3651,>=10000,1<=X<4,1.0,male single,none,3,life insurance,31,none,own,1,skilled,2,,,good
<0,15,no credits taken/all paid back duly,furniture/equipment,975,<100,1<=X<4,2.0,male div/sep,none,3,life insurance,25,none,own,2,skilled,1,,,good
0<=X<20000,15,existing paid,furniture/equipment,2631,<100,1<=X<4,3.0,female div/dep/mar,none,2,real estate,25,none,own,1,unskilled,1,,,good
0<=X<20000,24,existing paid,television,2896,<100,<1,2.0,male single,none,1,car,29,none,own,1,skilled,1,,,good
<0,6,no credits taken/all paid back duly,car,4716,no known savings account,<1,1.0,male single,none,3,real estate,44,none,own,2,unskilled,2,,,good
no checking account,24,existing paid,television,2284,<100,4<=X<7,4.0,male single,none,2,car,28,none,own,1,skilled,1,,,good
no checking account,6,existing paid,car,1236,100<=X<1000,1<=X<4,2.0,male single,none,4,life insurance,50,none,rent,1,skilled,1,,,good
0<=X<20000,12,existing paid,television,1103,<100,4<=X<7,4.0,male single,guarantor,3,real estate,29,none,own,2,skilled,1,,,good
no checking account,12,no credits taken/all paid back duly,car,926,<100,unemployed,1.0,female div/dep/mar,none,2,life insurance,38,none,own,1,unskilled,1,,,good
no checking account,18,no credits taken/all paid back duly,television,1800,<100,1<=X<4,4.0,male single,none,2,car,24,none,own,2,skilled,1,,,good
>=20000,15,existing paid,furniture/equipment,1905,<100,>=7,4.0,male single,none,4,car,40,none,rent,1,high qualif/self emp/mgmt,1,,,good
no checking account,12,existing paid,furniture/equipment,1123,100<=X<1000,1<=X<4,4.0,female div/dep/mar,none,4,car,29,none,rent,1,unskilled,1,,,bad
<0,48,no credits taken/all paid back duly,car,6331,<100,>=7,4.0,male single,none,4,no known property,46,none,free,2,skilled,1,,,bad
>=20000,24,existing paid,television,1377,<100,>=7,4.0,female div/dep/mar,none,2,no known property,47,none,free,1,skilled,1,,,good
0<=X<20000,30,no credits taken/all paid back duly,furniture/equipment,2503,<100,>=7,4.0,male single,none,2,life insurance,41,stores,own,2,skilled,1,,,good
0<=X<20000,27,existing paid,furniture/equipment,2528,<100,<1,4.0,female div/dep/mar,none,1,life insurance,32,none,own,1,skilled,2,,,good
no checking account,15,existing paid,car,5324,100<=X<1000,>=7,1.0,female div/dep/mar,none,4,no known property,35,none,free,1,skilled,1,,,good
0<=X<20000,48,existing paid,car,6560,<100,4<=X<7,3.0,male single,none,2,life insurance,24,none,own,1,skilled,1,,,bad
0<=X<20000,12,no credits taken/all paid back duly,furniture/equipment,2969,<100,<1,4.0,female div/dep/mar,none,3,life insurance,25,none,rent,2,skilled,1,,,bad
0<=X<20000,9,existing paid,television,1206,<100,>=7,4.0,female div/dep/mar,none,4,real estate,25,none,own,1,skilled,1,,,good
0<=X<20000,9,existing paid,television,2118,<100,1<=X<4,2.0,male single,none,2,real estate,37,none,own,1,unskilled,2,,,good
no checking account,18,no credits taken/all paid back duly,television,629,100<=X<1000,>=7,4.0,male single,none,3,life insurance,32,bank,own,2,high qualif/self emp/mgmt,1,,,good
<0,6,no credits taken/all paid back duly,furniture/equipment,1198,<100,>=7,4.0,female div/dep/mar,none,4,no known property,35,none,free,1,skilled,1,,,bad
no checking account,21,existing paid,car,2476,no known savings account,>=7,4.0,male single,none,4,real estate,46,none,own,1,high qualif/self emp/mgmt,1,,,good
<0,9,no credits taken/all paid back duly,television,1138,<100,1<=X<4,4.0,male single,none,4,real estate,25,none,own,2,unskilled,1,,,good
0<=X<20000,60,existing paid,car,14027,<100,4<=X<7,4.0,male single,none,2,no known property,27,none,own,1,high qualif/self emp/mgmt,1,,,bad
no checking account,30,no credits taken/all paid back duly,car,7596,no known savings account,>=7,1.0,male single,none,4,car,63,none,own,2,skilled,1,,,good
no checking account,30,no credits taken/all paid back duly,television,3077,no known savings account,>=7,3.0,male single,none,2,car,40,none,own,2,skilled,2,,,good
no checking account,18,existing paid,television,1505,<100,1<=X<4,4.0,male single,none,2,no known property,32,none,free,1,high qualif/self emp/mgmt,1,,,good
>=20000,24,no credits taken/all paid back duly,television,3148,no known savings account,1<=X<4,3.0,male single,none,2,car,31,none,own,2,skilled,1,,,good
0<=X<20000,20,no credits taken/all paid back duly,car,6148,<100,>=7,3.0,male mar/wid,none,4,car,31,bank,own,2,skilled,1,,,good
>=20000,9,no credits taken/all paid back duly,television,1337,<100,<1,4.0,male single,none,2,car,34,none,own,2,high qualif/self emp/mgmt,1,,,bad
0<=X<20000,6,no credits taken/all paid back duly,furniture/equipment,433,>=10000,<1,4.0,female div/dep/mar,none,2,life insurance,24,bank,rent,1,skilled,2,,,bad
<0,12,existing paid,car,1228,<100,1<=X<4,4.0,female div/dep/mar,none,2,real estate,24,none,own,1,unskilled,1,,,bad
0<=X<20000,9,existing paid,television,790,100<=X<1000,1<=X<4,4.0,female div/dep/mar,none,3,real estate,66,none,own,1,unskilled,1,,,good
no checking account,27,existing paid,car,2570,<100,1<=X<4,3.0,female div/dep/mar,none,3,real estate,21,none,rent,1,skilled,1,,,bad
no checking account,6,no credits taken/all paid back duly,car,250,>=10000,1<=X<4,2.0,female div/dep/mar,none,2,real estate,41,bank,own,2,unskilled,1,,,good
no checking account,15,no credits taken/all paid back duly,television,1316,100<=X<1000,1<=X<4,2.0,male mar/wid,none,2,life insurance,47,none,own,2,unskilled,1,,,good
<0,18,existing paid,television,1882,<100,1<=X<4,4.0,female div/dep/mar,none,4,car,25,bank,rent,2,skilled,1,,,bad
0<=X<20000,48,no credits taken/all paid back duly,furniture/equipment,6416,<100,>=7,4.0,female div/dep/mar,none,3,no known property,59,none,rent,1,skilled,1,,,bad
>=20000,24,no credits taken/all paid back duly,furniture/equipment,1275,>=10000,1<=X<4,2.0,male div/sep,none,4,real estate,36,none,own,2,skilled,1,,,good
0<=X<20000,24,no credits taken/all paid back duly,television,6403,<100,<1,1.0,male single,none,2,car,33,none,own,1,skilled,1,,,good
<0,24,existing paid,television,1987,<100,1<=X<4,2.0,male single,none,4,real estate,21,none,rent,1,unskilled,2,,,bad
0<=X<20000,8,existing paid,television,760,<100,4<=X<7,4.0,female div/dep/mar,guarantor,2,real estate,44,none,own,1,unskilled,1,,,good
no checking account,24,existing paid,car,2603,>=10000,1<=X<4,2.0,female div/dep/mar,none,4,car,28,none,rent,1,skilled,1,,,good
no checking account,4,no credits taken/all paid back duly,car,3380,<100,4<=X<7,1.0,female div/dep/mar,none,1,real estate,37,none,own,1,skilled,2,,,good
0<=X<20000,36,no credits taken/all paid back duly,furniture/equipment,3990,no known savings account,<1,3.0,female div/dep/mar,none,2,no known property,29,bank,own,1,unskilled,1,,,good
0<=X<20000,24,existing paid,car,11560,<100,1<=X<4,1.0,female div/dep/mar,none,4,car,23,none,rent,2,high qualif/self emp/mgmt,1,,,bad
<0,18,existing paid,car,4380,<100,1<=X<4,3.0,male single,none,4,car,35,none,own,1,unskilled,2,,,good
no checking account,6,no credits taken/all paid back duly,car,6761,<100,4<=X<7,1.0,male single,none,3,no known property,45,none,own,2,high qualif/self emp/mgmt,2,,,good
0<=X<20000,30,no credits taken/all paid back duly,furniture/equipment,4280,<100,1<=X<4,4.0,female div/dep/mar,none,4,car,26,none,rent,2,unskilled,1,,,bad
<0,24,no credits taken/all paid back duly,car,2325,<100,4<=X<7,2.0,male single,none,3,car,32,bank,own,1,skilled,1,,,good
0<=X<20000,10,no credits taken/all paid back duly,television,1048,<100,1<=X<4,4.0,male single,none,4,real estate,23,stores,own,1,unskilled,1,,,good
no checking account,21,existing paid,television,3160,no known savings account,>=7,4.0,male single,none,3,life insurance,41,none,own,1,skilled,1,,,good
<0,24,no credits taken/all paid back duly,furniture/equipment,2483,100<=X<1000,1<=X<4,4.0,male single,none,4,real estate,22,stores,own,1,skilled,1,,,good
<0,39,no credits taken/all paid back duly,furniture/equipment,14179,no known savings account,4<=X<7,4.0,male single,none,4,life insurance,30,none,own,2,high qualif/self emp/mgmt,1,,,good
<0,13,no credits taken/all paid back duly,furniture/equipment,1797,<100,<1,3.0,male single,none,1,life insurance,28,bank,own,2,unskilled,1,,,good
<0,15,existing paid,car,2511,<100,unemployed,1.0,female div/dep/mar,none,4,car,23,none,rent,1,skilled,1,,,good
<0,12,existing paid,car,1274,<100,<1,3.0,female div/dep/mar,none,1,real estate,37,none,own,1,unskilled,1,,,bad
no checking account,21,existing paid,car,5248,no known savings account,1<=X<4,1.0,male single,none,3,car,26,none,own,1,skilled,1,,,good
no checking account,15,existing paid,car,3029,<100,4<=X<7,2.0,male single,none,2,car,33,none,own,1,skilled,1,,,good
<0,6,existing paid,furniture/equipment,428,<100,>=7,2.0,female div/dep/mar,none,1,life insurance,49,bank,own,1,skilled,1,,,good
<0,18,existing paid,car,976,<100,<1,1.0,female div/dep/mar,none,2,car,23,none,own,1,unskilled,1,,,bad
0<=X<20000,12,existing paid,furniture/equipment,841,<100,4<=X<7,2.0,female div/dep/mar,none,4,real estate,23,none,rent,1,unskilled,1,,,good
no checking account,30,no credits taken/all paid back duly,television,5771,<100,4<=X<7,4.0,female div/dep/mar,none,2,car,25,none,own,2,skilled,1,,,good
no checking account,12,no credits taken/all paid back duly,furniture/equipment,1555,>=10000,>=7,4.0,male single,none,4,no known property,55,none,free,2,skilled,2,,,bad
<0,24,existing paid,car,1285,no known savings account,4<=X<7,4.0,female div/dep/mar,none,4,no known property,32,none,rent,1,skilled,1,,,bad
>=20000,6,no credits taken/all paid back duly,car,1299,<100,1<=X<4,1.0,male single,none,1,real estate,74,none,own,3,unskilled,2,,,good
>=20000,15,no credits taken/all paid back duly,television,1271,no known savings account,1<=X<4,3.0,male single,none,4,no known property,39,none,free,2,skilled,1,,,bad
no checking account,24,existing paid,car,1393,<100,1<=X<4,2.0,male single,guarantor,2,real estate,31,none,own,1,skilled,1,,,good
<0,12,no credits taken/all paid back duly,car,691,<100,>=7,4.0,male single,none,3,life insurance,35,none,own,2,skilled,1,,,bad
no checking account,15,no credits taken/all paid back duly,car,5045,no known savings account,>=7,1.0,female div/dep/mar,none,4,car,59,none,own,1,skilled,1,,,good
<0,18,no credits taken/all paid back duly,furniture/equipment,2124,<100,1<=X<4,4.0,female div/dep/mar,none,4,real estate,24,none,rent,2,skilled,1,,,bad
<0,12,existing paid,television,2214,<100,1<=X<4,4.0,male single,none,3,life insurance,24,none,own,1,unskilled,1,,,good
no checking account,21,no credits taken/all paid back duly,car,12680,no known savings account,>=7,4.0,male single,none,4,no known property,30,none,free,1,high qualif/self emp/mgmt,1,,,bad
no checking account,24,no credits taken/all paid back duly,car,2463,<100,4<=X<7,4.0,male mar/wid,none,3,life insurance,27,none,own,2,skilled,1,,,good
0<=X<20000,12,existing paid,television,1155,<100,>=7,3.0,male mar/wid,guarantor,3,real estate,40,bank,own,2,unskilled,1,,,good
<0,30,existing paid,furniture/equipment,3108,<100,<1,2.0,male div/sep,none,4,life insurance,31,none,own,1,unskilled,1,,,bad
no checking account,10,existing paid,car,2901,no known savings account,<1,1.0,female div/dep/mar,none,4,real estate,31,none,rent,1,skilled,1,,,good
0<=X<20000,12,no credits taken/all paid back duly,furniture/equipment,3617,<100,>=7,1.0,male single,none,4,car,28,none,rent,3,skilled,1,,,good
no checking account,12,no credits taken/all paid back duly,television,1655,<100,>=7,2.0,male single,none,4,real estate,63,none,own,2,unskilled,1,,,good
<0,24,existing paid,car,2812,no known savings account,>=7,2.0,female div/dep/mar,none,4,real estate,26,none,rent,1,skilled,1,,,good
<0,36,no credits taken/all paid back duly,furniture/equipment,8065,<100,1<=X<4,3.0,female div/dep/mar,none,2,no known property,25,none,own,2,high qualif/self emp/mgmt,1,,,bad
no checking account,21,no credits taken/all paid back duly,car,3275,<100,>=7,1.0,male single,none,4,car,36,none,own,1,high qualif/self emp/mgmt,1,,,good
no checking account,24,no credits taken/all paid back duly,television,2223,<100,>=7,4.0,male single,none,4,life insurance,52,bank,own,2,skilled,1,,,good
>=20000,12,no credits taken/all paid back duly,car,1480,100<=X<1000,unemployed,2.0,male single,none,4,no known property,66,bank,free,3,unskilled,1,,,good
<0,24,existing paid,car,1371,no known savings account,1<=X<4,4.0,female div/dep/mar,none,4,real estate,25,none,rent,1,skilled,1,,,bad
no checking account,36,no credits taken/all paid back duly,car,3535,<100,4<=X<7,4.0,male single,none,4,car,37,none,own,2,skilled,1,,,good
<0,18,existing paid,television,3509,<100,4<=X<7,4.0,female div/dep/mar,guarantor,1,real estate,25,none,own,1,skilled,1,,,good
no checking account,36,no credits taken/all paid back duly,car,5711,>=10000,>=7,4.0,male single,none,2,car,38,none,own,2,high qualif/self emp/mgmt,1,,,good
0<=X<20000,18,existing paid,furniture/equipment,3872,<100,unemployed,2.0,female div/dep/mar,none,4,car,67,none,own,1,skilled,1,,,good
0<=X<20000,39,no credits taken/all paid back duly,television,4933,<100,4<=X<7,2.0,male single,guarantor,2,real estate,25,none,own,2,skilled,1,,,bad
no checking account,24,no credits taken/all paid back duly,car,1940,>=10000,>=7,4.0,male single,none,4,real estate,60,none,own,1,skilled,1,,,good
0<=X<20000,12,no credits taken/all paid back duly,furniture/equipment,1410,<100,1<=X<4,2.0,male single,none,2,real estate,31,none,own,1,unskilled,1,,,good
0<=X<20000,12,existing paid,car,836,<100,<1,4.0,female div/dep/mar,none,2,life insurance,23,bank,own,1,unskilled,1,,,bad
0<=X<20000,20,existing paid,car,6468,no known savings account,unemployed,1.0,male div/sep,none,4,real estate,60,none,own,1,high qualif/self emp/mgmt,1,,,good
0<=X<20000,18,existing paid,furniture/equipment,1941,>=10000,1<=X<4,4.0,male single,none,2,life insurance,35,none,own,1,unskilled,1,,,good
